season,episode_number,label,confidence,episode_title,emotion1,emotion1_prob,emotion2,emotion2_prob,summary
5,9,"['Child', 'Romance', 'Child', 'Clothes', 'Gossip', 'Acting', 'Food']","[0.087575771, 0.156954229, 0.073900253, 0.421885401, 0.119346522, 0.068478577, 0.709533036]",Ross's Sandwich,surprise,0.256027916,sadness,0.232350238,"Joey takes his underwear off the couch and throws them towards Chandler's room. Rachel and Monica want him to take them out of there. Joey is tired of covering for Chandler and Rachel. Rachel found Chandler's razor in their bathroom yesterday and she used it to shave his legs. Monica and Chandler will try to be more careful in the future, because they don't want everyone to know they have a secret relationship. Phoebe is taking a literature class at the New School tomorrow. Rachel read Wethering Heights in high school. Phoebe wants Rachel to join her. Ross is depressed because someone at work ate his food. Someone ate Ross Geller's Thanksgiving leftover sandwich. Chandler, Monica, Phoebe and Joey are trying to convince Ross to give it back to him. Ross is 30 years old, he's about to be divorced twice and he just got evicted. Phoebe wrote a note to a cop. Rachel left late. Phoebe read a book about Cathy and Heathcliff in high school. Rachel read it at a pep rally. The theme of the book is a tragic love story. Rachel and Phoebe agree with The Teacher that it's symbolic and represents the wildness of the mores. The Teacher and Rachel disagree on the name of the character in the book. Cynthia and Joey went out. Phoebe didn't want him to think she was stupid. People at work are afraid of her. Cynthia has been wondering if Joey is going to ask her out. Cynthia and Monica thought Joey was going to video tape them having sex on the first date. Joey is making low-budget adult films. Monica and Chandler promised to be more careful. Ross had to make an adult film for his adult film class. Rachel found his underwear at his place. Dr. Leedbetter wants Ross to see a psychiatrist as he's been acting strangely lately. Ross is angry at Dr. Leedbetter because he ate his sandwich that he had left in the fridge by mistake. Dr. Ross wants to know what happened to the sandwich. Rachel didn't read Jane Eyre. Phoebe and Rachel were discussing it and she had some interesting insights. The Teacher is late. Rachel accidentally read something else. Rachel didn't like it either. Ross saw a psychiatrist at work today. He took a tranquilizer pill because he was angry at his boss. Monica took a leave of absence because she saw a video camera thing didn't work. Rachel and Phoebe are having a class discussion about Jane Eyre and Robocop. Ross is thinking about not having a job for a while. Rachel is angry at her teacher. Rachel wanted to have fun in the class, but she also wanted to learn. Monica knows who Rachel should go with. Joey has a secret peephole. He has a naked picture of Monica. He takes naked pictures of Rachel, Chandler, Monica and Phoebe and eats them. Joey is a sex addict. Joey slept with Monica once in London. Rachel found Joey's underwear in their apartment the other day. Monica wanted to keep the underwear as a souvenir. Monica and Joey slept together. Monica has been trying to seduce Joey since London. She gave him a naked picture and set up the video camera to try and entice him. She also kept Joey's underwear. Paul will give a test next week. Monica convinced Paul to give them a test. They should have essay questions.    She wants to make everyone better learners by taking tests. "
5,10,"['Job', 'Acting', 'Child', 'Roommates', 'Child', 'Acting']","[0.332815319, 0.13780807, 0.10844183, 0.268944293, 0.068854839, 0.120063327]",The Inappropriate Sister,surprise,0.245769337,sadness,0.239211507,"Monica is going to get her nails done. The Man is making change for the bus. Phoebe wants him to leave the dollar for the poor, but he refuses. Ross will help Joey write a play for him. Joey can't write as he's an actor and he doesn't have the discipline to do it. Ross will make up a schedule and make sure Joey sticks to it. Joey has to name his main character. Rachel will go on a date with Danny. Monica is angry at her because she saw Danny with a girl. Rachel is going to be charming and forget about the subway girl. Chandler and Joey are playing a game. Chandler and Joey will play games for 30 minutes and then write until Ross gets home. Chandler wants to get their security deposit back. Phoebe doesn't want to accept a donation from a stranger. Ross and Joey are reading the official rulebook of Fireball. Ross wants Joey to have five pages done by now, including an exciting incident. Chandler comes from his room with a fire extinguisher, a tennis ball, a bowl, and lighter fluid. Danny and Rachel had a nice time tonight. Monica asked them out. Danny's sister Krista is visiting and she's asleep on the couch. Rachel met Krista on the subway. Krista and Danny tease each other. Phoebe is fed up with people not respecting the bucket. She is going back to being ""Street Phoebe"". Rachel wants to ask Monica what she can do about it. Rachel met Danny's sister on the subway yesterday. Rachel doesn't have any brothers. Ross and Monica used to wrestle all the time. Ross is too strong for Monica now. Chandler and Ross are going to the game in 20 minutes. Joey is not going. Chandler and Ross are arguing about Joey's work. Chandler wants to cut him a little slack. Ross is on sabbatical. Joey wants to settle the issue over a friendly game of Fireball. Ross will unhook the smoke detectors. Chandler will rip up the tickets and no one will go to the game. Chandler paid for the tickets. Danny's sister forgot to take a picture at the top of the mountain. Joey didn't have his camera when he was jogging in the park. Krista makes a tasty filling for Danny. Krista got a stain on her pants. Krista will take them upstairs and wipe them with a napkin. Danny is going to wear them on his date with Rachel tonight. Chandler is about to come out of his chair. Monica, Phoebe and Joey are shocked. Phoebe will be moved to a less high-profile spot as Ginger will take over her corner. Rachel and Danny will skip the meeting as Rachel and her sister have a special bond. Rachel has two sisters, one of them has a very masculine energy. Rachel is close to her family, but she doesn't have any brothers. Danny likes Rachel and wants to get to know her. Rachel will see Danny later. Chandler wants to give kids playing in the street a project. Ross suggests putting razor blades in a ball and teaching them a new game. Chandler finished his five pages for today at the library. Ross tore up the tickets to the Rangers game last night. Chandler and Joey read it for him. Ross apologizes to Chandler for what he did. Chandler and Ross are apologising to each other for what they did. Chandler and Ross co-created Fireball. Joey spent the rest of the day coming up with a new version of Fireball and thanks Chandler and Monica for it. Rachel is doing fine. Monica's new perfume makes her smell great. Monica wants Rachel to come closer to her to smell it. Joey is sick. The handsome man was about to enter."
5,11,"['Romance', 'Friendship', 'Child', 'Fight', 'Child', 'Child']","[0.206309661, 0.088782199, 0.605480433, 0.100566559, 0.097642578, 0.128364399]",All The Resulutions,surprise,0.253594401,love,0.199673004,"Joey is going to kiss Phoebe at midnight. Ross wants to kiss his sister Rachel at midnight, but Joey has a history with Rachel, so he decides to kiss her instead. Ross, Monica, Phoebe, Rachel, Joey and Chandler are watching the ball drop at midnight. They wish each other happy new year. Ross is going to make a new year's resolution to pilot a commercial jet. Phoebe is going to teach Joey how to play the guitar as a New Year's resolution. Chandler is willing to bet 50 bucks that he can't make fun of his friends for a week. Ross asked a girl named Elizabeth Hornswoggle out. Monica and Chandler think Rachel should gossip less. Rachel doesn't gossip. Rachel finds out Claire forgot her glasses and she's going to need them to keep an eye on her boyfriend. Phoebe and Joey are having their first guitar lesson. Ross can't join them as he has a date with Elizabeth. Phoebe will show Joey the chords she made up. Phoebe is teaching Joey and Chandler how to play the guitar. Rachel was good today, she didn't gossip. Joey is getting better at playing the guitar, he bought it at a guitar store. Neither Joey nor Phoebe have seen any guitars while they were there. Ross is wearing leather pants in a leather store. Rachel and Monica like them, Chandler doesn't like them. Monica wants to take more pictures of all of them together as a New Year's resolution. Rachel and Chandler think Ross looks awful. Monica takes a lot of pictures of him and Phoebe. Ross is in Elizabeth's bathroom. He will use the bathroom. Phoebe and Joey are trying to teach Ross how to play the guitar. Monica is standing between them and smiling. Monica took a picture of Phoebe. Monica is going to do laundry for a couple of hours. Monica and Chandler are going to meet. Monica will sneak over as soon as Ross picks up Ben. Joey is looking for a guitar teacher. Ross took his leather pants off and can't put them back on. He is in Elizabeth's bathroom. Joey will apply powder on his legs to help him put his pants back up. Ross's pants don't come on. Joey gives him Vaseline and powder to try. It doesn't work. Rachel is here. Joey is putting out fires all over the place. Ross is in the bathroom. Rachel wants to tell Joey a big secret. Joey doesn't want to tell anyone. Rachel can't keep it in, so she calls Joey on the phone. Joey is angry and starts screaming. Chandler walks in and sees Joey in his current state. Ross is coming out. There's a problem with the lights on. Phoebe can't talk to Joey. She doesn't want to be his guitar teacher. He tries to play a note on her guitar, but it bounces off the table and lands on the floor. Ben thinks Ross is a cowboy because of his leather pants. Monica, Chandler and Phoebe are going to do their laundry. Rachel is going to the airport. Joey is going there too. Joey will go to Chandler's bedroom and get the book back that he borrowed from Rachel. He will tell Rachel what he knows about the big thing she was going to tell him about. Rachel and Joey have known for a long time that Chandler and Monica are seeing each other. They can't say anything about it to anybody, they're weird about it. Phoebe returns and interrupts them. It's raining. Joey and Rachel are going for a walk in the rain. Ross owes 50 dollars to Tom Jones. Tom wants his pants back. Ross is dating a character from Fraggile Rock, Hornswoggle. Tom has a phone call for Ross today, he wants his trousers back."
5,12,"['Friendship', 'Romance', 'Gossip']","[0.101191394, 0.781393051, 0.069885798]",Chandler's Work Laugh,surprise,0.280243085,love,0.199891523,"Monica and Chandler kissed. They did it right there on the couch. Monica and Chandler are making love. Ross is getting married to his ex-wife Emily. Gunther will have a scone. Chandler, Rachel, Phoebe, Monica and Doug are at the office party. They are drinking liquor left over from the Christmas party. Chandler is angry about the Louisiana Purchase. Monica and Chandler are celebrating that none of their friends are there and they don't have to hide. Chandler, Monica and Doug are at a party. Doug and his wife are drinking alcohol. Chandler made a funny noise at work. Everybody at the party loved Chandler last night. They want to play tennis with Rachel and Doug. Rachel lent a tennis racquet to Joey and she never got it back. She's going to look for a new one. Rachel is having lunch with her friend Monica. Rachel and Monica want to talk about relationships. Monica doesn't want to, because she broke up with a guy at the bank. Ross picks up a chick from the floor and sets it on the floor. Joey, Ross, Chandler, Monica, Doug and Kara are going to the movies. Ross won't join them, because he has a letter to Emily that is covered in glue.  Monica and Doug are playing tennis. Chandler wants them to win the match. Monica hits a forehand smash that bounces right in between Doug and Kara and scores a point. Chandler is angry with her. Ross went to a bar and almost got stuck in the trash chute. Monica doesn't like Work Chandler. Chandler is not putting out tonight. Monica's brother stays out all night. Ross walked around all night in the city by himself. He had sex with someone. Janice left her scarf in. Chandler is in Yemen. Phoebe thinks Ross and his girlfriend will have hairy children. Janice and Ross have a lot in common. They've both been divorced and have kids. Ross is going to see Janice again. Rachel made out with James Farrell in high school. Monica overheard them talking about Chandler and Rachel is doing laundry. Monica's nickname is Mr. Big. Chandler tells racist jokes. Joey, Phoebe, Ross and Monica are playing a game. First one to find the tasty treat wins. Ross had a great day with Janice. He talked to her about a lot of things. Phoebe, Joey, Chandler and Doug support President Clinton and her husband Bill. Monica doesn't like coffee. Chandler will bring out a little bit of sugar. Chandler doesn't understand why his boss laughs at his jokes. Monica would rather hang out with her boyfriend than with a work colleague. Doug apologizes for Kara's coffee. Kara's coffee is weak tasting. Monica explains it to Chandler and Joey. Rachel is angry at Kara because she lied to her about working late. Joey will read comic books in Rachel's room while Chandler and Monica are in the bedroom. Rachel came over to Monica's place to borrow a lamp and look at her books. Monica was cleaning Chandler's room. Chandler pays her to do that. Monica is at work. Rachel congratulates her on her new job. Ross is on sabbatical from work. Ross lost his apartment, his job and his ex-wife got married. Ross and Janice are having a bad day. Janice is going to talk to Ross. Ross had a thing with Janice. Chandler is mad at him, but he forgives him. Janice and Joey are going to meet with Ross and Chandler. Joey is going to talk to Chandler. Ross and Chandler are going to live together rent free. Chandler gave Ross twenty dollars and seven dollars. They need to write it down.   They agree to do that. "
5,13,"['Child', 'Child', 'Child', 'Breakup', 'Child', 'Acting']","[0.297359705, 0.202227384, 0.123954512, 0.07402876, 0.073455036, 0.099307001]",Joey's Bag,surprise,0.246390844,sadness,0.232330817,"Chandler and Monica are getting massages. Chandler is in a relationship. Monica gives the best massages, but Chandler doesn't like to brag about it. Ross is walking up with Rachel and carrying something.  Ross almost crushed Joey's hat. Joey is applying for a part in a play. Rachel will help him to buy a hat at the store. Chandler and Phoebe are okay with it. Phoebe's grandmother died. She was in the market and she bent down to get yogurt and she just never came back up again. Monica saw two people having sex in a car outside. Rachel and Joey will meet at the checkout counter. Joey will have to wear underwear after the audition. Rachel shows Joey a shoulder bag that looks like a women's purse. Joey finds it odd as a man. Ursula doesn't want to come to Phoebe's memorial service tomorrow, because her grandmother died today. Ursula is going to a concert tomorrow and she only has two tickets. Rachel wants Joey to return her man's bag to her. Joey will pay her back with the money from the acting job he is going to get thanks to Rachel. Phoebe is Mrs. Penella. Phoebe's dad, Frank Sr, brought her 3-D glasses and flowers. Phoebe is shocked to hear that Frank Sr. is Joe Hill, not Frank Buffay. Phoebe met Francis' will executor at the coffee house. He said ""Nice to meet you Glenda"" and ran out. Phoebe is going to meet him later. Rachel, Monica and Joey are going to say good-bye to their grandmother. Joey is going to an audition. Rachel and Chandler think she looks great. Phoebe has to talk to her dad. She doesn't want to tell him who she is. Ross is angry at him for abandoning her. Monica gives Chandler a massage. Chandler is in pain. Monica gives massages to Rachel and Chandler loves them. Monica and Chandler have been lying to each other for a long time. Joey will buy a drink for the Casting Director. The Casting Director will take off his purse and they will go to a table. Joey will show him the catalog of the latest man's bag.  Chandler apologizes to Monica for the massage this afternoon. Monica doesn't like massages. Monica's boyfriend said he didn't like her massages and she's upset about it. If there was an award for the best bad massage, Chandler would be the winner. Monica would get all the votes. Frank Sr. came to meet with Phoebe. He is Frank Buffay. Phoebe wants to know if Frank Sr. was married to Francis' daughter Lilly. Phoebe is going to get out her official forms. She wants Frank Sr to give Lilly a lipstick. Lilly's dead. Phoebe cremated her 17 years ago. Ursula is a waitress and lives in Soho. Frank Sr. wanted to talk to Lilly at the memorial, but he chickened out and wrote a note instead.  Frank Sr. left his daughter Phoebe. He burned the formula and put the diapers on backwards. He made up a song to sing her to sleep, which made her cry even more. Joey didn't get the job because the casting people had a problem with his bag. Chandler, Monica and Ross think it's time for Joey to give up the bag. Phoebe doesn't agree. There are other bags that are less controversial than Joey's and Rachel's. They are called wallets. Joey and Rachel don't know if the world is ready for Joey and her bag."
5,14,"['Child', 'Romance', 'Gossip', 'Fight', 'Child', 'Roommates', 'Child']","[0.339296073, 0.214140415, 0.074191689, 0.072254896, 0.07531628, 0.49016574, 0.107793719]",Everybody Finds Out,surprise,0.248026809,joy,0.196182121,"Ugly Naked Guy is moving and is putting stuff in boxes. Ross wants to take his place. He would like to live across from Joey, Rachel, Chandler and Phoebe. Ross loves his apartment. Rachel is going to use Ugly Naked Guy's bathroom. Phoebe and Ross are excited that Rachel wants to get the apartment. Chandler and Monica are taking each other's clothes off. Phoebe, Rachel and Joey are gossiping about Monica and Chandler. They saw them doing it up against the window at Ugly Naked Guy's apartment. Phoebe thinks it's great for him and she thinks Monica might be able to do better. Phoebe, Rachel and Joey are going to tell them that they know and have a little fun of their own. Rachel doesn't want to do it. Joey can't take any more secrets. Joey doesn't have any secrets either. Phoebe hasn't been with a guy in a long time and she's thinking about it. Chandler can't tell Phoebe what's going on, because she's the only person who can. Phoebe touched Chandler's arm at the coffee house. Chandler thinks Phoebe thinks he's foxy. Monica is going to do some laundry. Rachel wants Monica to go see a movie with them. Chandler, Monica, Rachel, Phoebe and Ross are going to play the new pinball machine. Chandler will do it with Monica and Rachel. Ross is looking for an apartment. Ugly Naked Guy is subletting it himself and he's already had a hundred applicants. Ross sent him a bribe.  Ross sent a basket of mini-muffins to Rachel, Phoebe, Monica and Chandler. Rachel and Monica are going to see a movie. Chandler is sad about Monica's work. Phoebe and Joey know about Chandler, Monica and Rachel. Joey didn't tell them, because they made him promise not to tell. Ross has already looked at a thousand apartments. Ross is going to pick up Ben. Rachel suggests that Ross should find out what Chandler's hobbies are and use that to bond with him. Chandler used to have a trampoline, gravity boots and a cat. He broke all of them. Chandler wants Phoebe to come over and feel his bicep. Rachel and Joey are shocked. They think Chandler and Monica are trying to mess with them. Joey is avoiding her eyes. Ross Geller applied for the apartment. Monica, Phoebe, Rachel and Chandler are going to meet at Chandler's around 7 pm. Ross notices that Phoe be naked and wants to be sexy. Monica, Rachel, Phoebe, Joey and Chandler are going to have sex with Monica's friend, Naked Ross. Rachel will get perfume and wine. Joey will get a bottle of wine and glasses. Monica will hide in the bathroom. Chandler and Phoebe are going to meet in the bedroom. Chandler brought wine. He's going to put on some music and put on seductive music. He'll rub lotion on her. Phoebe wants Chandler to put lotion on her. Monica, Rachel and Phoebe think it's getting out of hand. Joey wants to sit in his chair. Chandler is going to clean up in the hall. Chandler is in love with Monica and wants to have sex with her, but needs to kiss her first. Phoebe wants to kiss Chandler, but he needs to convince her to do it first. Ross wants to come back to work at the museum. Chandler and Dr. Ledbetter would like Ross to join them. Ross is going to have his new place furnished and he wants to invite his friends from work over."
5,15,"['Child', 'Marriage', 'Child', 'Job', 'Fight', 'Child']","[0.18314293, 0.463884264, 0.156052843, 0.346047699, 0.142486602, 0.751707494]",The Girl Who Hits Joey,surprise,0.258686332,love,0.206009915,"Chandler and Monica broke up after 4 or 5 months of relationship. Ross saw them making out through the balcony window. Rachel and Joey are running from the guy's apartment. Ross knows about them. Chandler is in love with Monica. Monica loves him too. Joey and Rachel already knew for a while. They were worried about Ross. They want to let Chandler and Monica get back to business. Katie, Joey, Ross, Chandler, Monica, Phoebe, Rachel and Joey are going to have Chinese food for lunch. They're going to get a gift for their wedding. Phoebe brought Ross some house warming gifts. She brought bread, salt, and a scented candle for the bathroom. Joey is having a hard time because a little girl keeps punching him. Steve wants Ross to give him a 100$ as a thank you gift from Howard, who is retiring next week. Ross doesn't want to do it, because he hasn't even met Howard yet. Ross is throwing a party for everyone in the building, because President Steve told everyone that he was a cheapskate and now the whole building hates him. Rachel suggests that he should pay a hundred bucks for the party, but Ross is not willing to do that. Rachel doesn't want Chandler to say things like that in front of Monica. Monica broke up with Richard because he didn't want to have babies. Monica is almost 30 and wants to have children. Chandler doesn't see it that way, because Monica is a woman and she's almost 30. Joey and Katie are having a fight. Joey likes Katie a lot, but sometimes he feels like he's hitting her with a baseball bat when she playsfully punches him. Chandler is sleeping on the couch. Chandler is seeing a girl that he's seeing casually. Monica is going out with Rachel tonight instead of Chandler. Chandler and Monica argue about marriage, babies, and commitment. Monica is angry at Chandler. She doesn't want to talk to him anymore. She's tired of being Chandler's relationship tutor. Monica wants to get a coffee. Monica walks out of the room. Phoebe is at Howard's party. She chipped in 100 dollars for the party. Ross is surprised that she gave them money. Steve wants Ross and Phoebe to switch apartments. Joey has been working out. He's breaking up with Katie. Rachel is wearing six sweaters. Katie likes Joey's jacket. Rachel and Katie are teasing each other. Katie is too much. Phoebe talked to people about Ross and Emily and made him look bad. Rachel likes Phoebe. Rachel kicks Katie in the shin. Joey doesn't do anything about it. Ross is worried that he came off as the bad guy. Guest #3 left the party because someone cut Howard's cake. Phoebe doesn't like Ross. She didn't like him at first, but she likes him now.  Chandler needs to talk to Monica urgently, because he needs to know what Monica thinks about him and his friends. Monica thinks Chandler is caring and very generous. Phoebe didn't think they were going to start throwing things. Chandler proposes to Monica. Ross and Rachel are against it. Chandler is not afraid to do this. Monica agrees to be his wife. Chandler thinks the best reason to get married is pregnancy. Chandler wants to get married, but he's not ready for that. Phoebe wanted to ask Ross to marry her, but she forgot to say hello to him last week. Monica, Chandler and Ross are teasing each other. Ross wants to ask Rach to marry him, but she refuses. Chandler is not sure how long this teasing will last."
5,16,"['Romance', 'Acting', 'Romance', 'Child', 'Acting', 'Sofa', 'Romance', 'Clothes']","[0.109047987, 0.082190491, 0.297443688, 0.240846857, 0.289286107, 0.137437135, 0.168539166, 0.277592003]",The Cop,surprise,0.254869646,annoyed,0.211758901,"Chandler and Joey are doing the crossword before they went to bed. Rachel and Phoebe need a tip. Monica finds a police badge and gives it to Chandler. Phoebe is going to the police station to check the Ten Most Wanted list. Monica will give back her sweatshirt to Joey, because she was cold and she doesn't want it smelly. Ross bought a couch. He wants to make sure that he bought the right couch. The delivery charge is almost as much as the couch, so he'll take it himself.  Ross signed the form and handed it back to the salesman. Ross wants Rachel to help him pick up the couch. Rachel is reluctant, but eventually decides to do it. Ross and Rachel are not together. Ross and Rachel went out 298 times and did it 298 times. Rachel is carrying a heavy couch. The Smoking Woman put her cigarette out on a tree. Phoebe tells her to stop. The Smoking Woman apologizes to a tree. Phoebe threatens to call backup. Ross tells Rachel to lift the couch straight up over her head and they make the first turn. Rachel does it. Phoebe is drunk and impersonating a police officer. Monica and Chandler are in the room. Phoebe wants to take back what she has done. Joey doesn't want to talk about it. Joey had a dream about Monica. Joey is moving out because he's in love with her. Chandler is jealous because Joey's moving out. Chandler and Monica are surprised that Joey dreamt about her. Chandler and Monica were friends before they started dating. Joey had a dream about Chandler and Monica together and he wants to have that with someone too. Chandler and Joey are not attracted to each other. Phoebe is a cop and she's with the 57th precinct. Guy parked too close to Phoebe's car, which is a problem for her as she's a cop too. Phoe be tries to leave, but Guy stops her. Phoebe doesn't know Sipowicz as he's not in vice up there. His partner just died and he's out of the club. Phoebe finds Cop's badge on the ground and throws it at him. Joey will help Rachel and Ross move his couch. Joey likes Monica and Chandler because they were friends first. Joey wants to date Rachel. Rachel is flattered that Joey saw her and Phoebe first, but she doesn't want to be cranked up. Rachel, Joey and Chandler are going to help Ross assemble his new couch. Ross drew a sketch about how they're gonna do it and shows them a sketch of his arm. Rachel and Chandler will follow Ross' lead. Ross and Chandler are going up the stairs. Ross is first. Chandler is between the couch and the wall. Ross and Rachel don't think it's going to fit. They try to turn but it doesn't work. Chandler and Ross decide to bring it back down and try again. Joey met a woman. Phoebe was found by a cop. Joey is in love with her. Chandler and Monica thought Joey was going to be friends with her, but he wanted to build a foundation and be friends first. Joey and Phoebe want pizza. Phoebe will go to dinner with a cop. Cop wants to go out with her because he can't stop thinking about her. Phoebe doesn't want to go to the restaurant with him. Gary will pick up Phoebe in a couple of hours and take her out for donuts. Ross wants to return the couch he cut in half because he's not satisfied with it. Ross wants to exchange his cut-in-half couch for a couch that is not cut in half. The Saleswoman will give him store credit in the amount of four dollars."
5,17,"['Sex', 'Child', 'Child', 'Romance', 'Child']","[0.194930881, 0.070737705, 0.100981407, 0.154678524, 0.060644627]",Rachel's Inadvertant Kiss,disgust,0.270398927,surprise,0.258232653,"Rachel has a job interview at Ralph Lauren tomorrow. She's going to be the coordinator of the woman's collection under the director. Phoebe and Monica try to help Rachel improve her interview skills. Joey is in Ross's new apartment. He's waving at Monica. She's on the third floor. Ross is flirting with a woman in his building. Monica encourages him to do the same. Joey is at Ross's place. Monica and Phoebe had to cut their date short because of the shooting at the store. Ross is watching TV on the couch by the window. Gary's Radio: Suspect has just emerged naked from the sewer. Phoebe will come to see him. Monica and Chandler are in a relationship. They can't keep their hands off each other. Phoebe woke the beast by telling Chandler and Monica that they are the only hot couple. Monica and Chandler are also hot and fiery, just as hot as Phoebe and Joey. Rachel had an embarrassing interview and made the guy laugh. Rachel kissed a guy from Ralph Lauren during an interview. She got a second interview. Chandler and Monica think she kissed him to get him back, but Rachel thinks he wants her back because of the kiss. Rachel moved out of Ross's building. Chandler, Monica and Joey are trying to convince her to come back. Rachel is afraid that Ross wants her back because she kissed him and she's right for the job. Joey is looking for a hot girl. The Old Man doesn't have any hot girls. Joey goes to the next door and knocks on the door of a little girl. Mr. Zelner invites Joey and Rachel in. Rachel has some ink on her lip from her pen. Rachel has an ink on her lip. Chandler wants to hold her gun, but Gary says no. Monica and Phoebe are going to see a movie after dinner, they already have. Phoebe and Gary are hanging out at Gary's apartment. Monica and Chandler are going to see a movie. They want to have sex upstairs to prove they are hotter than Gary and Phoebe. Ross wants to impress Gary and Phoebe. The Hot Girl thinks it was unfair the way everyone reacted when Ross had just moved in. She thinks he should stop the competitive thing.  Jen gives Ross her number on a business card. Ross will give her a call. Monica, Chandler and Phoebe and Gary are going to hear about this at dinner. Joey is going to see Monica and Chandler. It's impossible to find her apartment. Monica informs Joey that she lives on the third floor, eighth apartment from the left. Ross opens the door to Joey. Rachel thanks Rachel for agreeing to see Mr. Zelner. Rachel apologizes to Mr. Zelner for kissing him and for yelling at him. She also apologizes for not standing up for herself when she thought he was making sexual advances in the workplace. She thinks he should hire someone else. Rachel is going to give Mr. Zelner a shot at the job. She wants to sue him, but she didn't want to make a lawsuit against him. She will see him on Monday. Chandler, Gary and Phoebe took a wrong turn in the park and broke the law. Chandler has a badge he got from Gary. Chandler needs to go to the bathroom. Chandler finds the men's bathroom very sexual. Monica finds it sad because Phoebe and Gary are in that-can't-keep-their-hands-off-each-other-doing-it-in-the-park phase. Chandler and Monica are in a long-term relationship. Chandler and Monica are going to the movies with Rachel. Chandler lent them Pamela and Yasmine to watch a movie. Monica and Chandler are in love with each other. Ross is buying the movie."
5,18,"['Child', 'Birth', 'Breakup', 'Child', 'Food', 'Romance', 'Acting', 'Coffee', 'Romance']","[0.651334941, 0.315453827, 0.102014005, 0.079565965, 0.453344941, 0.0937685, 0.10914427, 0.580412567, 0.199723989]",Rachel Smokes,surprise,0.272226786,sadness,0.247063469,"Ben is going to be in a TV commercial. Ross and Chandler met a guy in the park and he gave them his card and asked them to bring Ben down for an audition.  No one offered Rachel an audition. Rachel is working at Ralph Lauren. Chandler wants her to bring him some polo shirts. Phoebe and Monica want to throw a surprise party for Rachel's birthday this weekend. Ross, Phoebe, Monica, Joey and Chandler are throwing a surprise party for Rachel. Ross is picking up Ben and they are going to the big audition. Joey wants to audition for the role of Ben's father. One of the casting ladies has seen Joey in a play and wants him to play Ben's dad. Joey would love to do it, but Ross and Carol think Ben is cuter than him. Kim and Rachel like this one better. Kim and Rachel are in an office. Kim wants to take a break and have a cigarette. Rachel doesn't smoke. Rachel's dad is a doctor and he used to tell her horror stories about ghosts and goblins who used to smoke and then they came back and made all the decisions without Rachel's consent. Phoebe, Monica, Rachel and Chandler are worried about the environment in the office. Phoebe wants to go for a coffee with Monica and Rachel. Monica suggests Rachel can go outside and smoke. Rachel agrees. Monica prepared Tuscan style finger food and music for the dinner party. Phoebe will be in charge of cups and ice. Ross's audition went well. Ben got a second audition. Nancy sent designs for the fall collection to Ralph and he's very excited about them. Monica and Joey got a callback. Rachel is out for some fresh air. Kim and Nancy are smoking all over Rachel. Rachel will take one of the cigarettes from one of them. Joey, Kim, Rachel and Ross are having an audition for a part in a TV series. The casting director narrowed it down to Raymond, Ben, Kyle and Joey. Joey might get to play Ben's dad.  Kyle and Ben are going to Rachel's birthday party. Phoebe is going to leave the cups and ice for Chandler and Joey. Ross and Kyle will be there too. Joey will talk to Ross about something. Chandler is not going to audition for a commercial. Joey is going to tell them that he won't audition. Ross is shocked that Chandler will let Ben do the audition. Ben wants Joey to step aside. Rachel went to work and she had a great time. Kim totally took her opinions. Rachel smoked. Chandler wishes he had smoked for his career. Monica thinks Rachel stunk.  Kim, Rachel, Monica, Nancy and Chandler are smoking. Rachel is trying to cut back. Kim, Rachel and Monica want to quit. Chandler likes Monica's smell. Nancy has been thinking about quitting lately. Rachel, Kim and Joey are going to quit smoking. Ross is going to be here soon. Joey will watch Ben for Carol while she goes to the ladies' room. Joey goes over to Ben to cheer him up. Raymond, Joey, Ross, Ben, and the Casting Director are going to have some noodle soup. The Casting Director explains to Joey that it's different from tomato soup. Joey is not happy about it. Kim and Nancy tried to quit smoking, but it was too hard for Rachel. Kim and Nancy are proud of Rachel's progress and want her to join them on the Paris trip. Rachel refuses. Phoebe, Chandler, Monica, Rachel and Phoebe have a surprise for Rachel's birthday. Monica is eating Tuscan finger food, but everyone else is eating snow cones. Chandler's birthday is even before Rachel's. Phoebe was in charge of cups. Joey's audition didn't go well. Ross thinks Joey sabotaged his own audition to get the part. Chandler was supposed to meet Rachel Green for lunch, but Rachel Green doesn't come down here any more. Chandler will catch up with Kim and Nancy later. Chandler and Kim talked about the presentation yesterday at lunch."
